;SLOT_START;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW]
896;2020-11-24 08:00:00+00:00;16.14;573.0;16.14;-37.0
897;2020-11-24 12:00:00+00:00;15.83;573.0;15.83;10.0
898;2020-11-24 16:00:00+00:00;17.8;573.0;17.8;-32.0
899;2020-11-24 20:00:00+00:00;28.93;573.0;28.93;-11.0
900;2020-11-25 00:00:00+00:00;22.0;573.0;22.0;2.0
901;2020-11-25 04:00:00+00:00;24.75;573.0;24.75;-48.0
902;2020-11-25 08:00:00+00:00;19.44;573.0;19.44;-48.0
903;2020-11-25 12:00:00+00:00;16.11;573.0;16.11;-34.0
904;2020-11-25 16:00:00+00:00;13.6;573.0;13.6;-33.0
905;2020-11-25 20:00:00+00:00;22.52;573.0;22.52;-32.0
906;2020-11-26 00:00:00+00:00;15.0;573.0;15.0;-30.0
907;2020-11-26 04:00:00+00:00;25.52;573.0;25.52;-40.0
908;2020-11-26 08:00:00+00:00;33.04;573.0;33.04;-25.0
909;2020-11-26 12:00:00+00:00;34.0;573.0;34.0;-17.0
910;2020-11-26 16:00:00+00:00;25.0;573.0;25.0;-76.0
911;2020-11-26 20:00:00+00:00;33.0;573.0;33.0;-53.0
912;2020-11-27 00:00:00+00:00;34.8;573.0;34.8;-18.0
913;2020-11-27 04:00:00+00:00;40.4;573.0;40.4;-63.0
914;2020-11-27 08:00:00+00:00;28.44;573.0;28.44;-66.0
915;2020-11-27 12:00:00+00:00;17.55;573.0;17.55;-67.0
916;2020-11-27 16:00:00+00:00;18.12;573.0;18.12;-75.0
917;2020-11-27 20:00:00+00:00;27.92;573.0;27.92;-76.0
918;2020-11-28 00:00:00+00:00;44.16;573.0;44.16;0.0
919;2020-11-28 04:00:00+00:00;43.0;573.0;43.0;-4.0
920;2020-11-28 08:00:00+00:00;41.64;573.0;41.64;36.0
921;2020-11-28 12:00:00+00:00;43.92;573.0;43.92;-10.0
922;2020-11-28 16:00:00+00:00;38.0;573.0;38.0;-48.0
923;2020-11-28 20:00:00+00:00;28.76;573.0;28.76;-20.0
924;2020-11-29 00:00:00+00:00;29.76;573.0;29.76;-22.0
925;2020-11-29 04:00:00+00:00;34.92;573.0;34.92;-3.0
926;2020-11-29 08:00:00+00:00;30.96;573.0;30.96;-20.0
927;2020-11-29 12:00:00+00:00;33.6;573.0;33.6;-1.0
928;2020-11-29 16:00:00+00:00;31.84;573.0;31.84;-51.0
929;2020-11-29 20:00:00+00:00;19.0;573.0;19.0;-77.0
930;2020-11-30 00:00:00+00:00;46.96;573.0;46.96;-12.0
931;2020-11-30 04:00:00+00:00;50.0;573.0;50.0;-45.0
932;2020-11-30 08:00:00+00:00;22.0;573.0;22.0;-44.0
933;2020-11-30 12:00:00+00:00;15.9;573.0;15.9;-61.0
934;2020-11-30 16:00:00+00:00;23.12;573.0;23.12;-80.0
935;2020-11-30 20:00:00+00:00;26.24;573.0;26.24;-42.0
936;2020-12-01 00:00:00+00:00;17.81;573.0;17.81;-51.0
937;2020-12-01 04:00:00+00:00;20.75;573.0;20.75;-79.0
938;2020-12-01 08:00:00+00:00;21.36;573.0;21.36;-77.0
939;2020-12-01 12:00:00+00:00;36.73;573.0;36.73;-50.0
940;2020-12-01 16:00:00+00:00;20.64;573.0;20.64;-105.0
941;2020-12-01 20:00:00+00:00;35.0;573.0;35.0;-52.0
942;2020-12-02 00:00:00+00:00;35.0;573.0;35.0;-14.0
943;2020-12-02 04:00:00+00:00;29.12;573.0;29.12;-83.0
944;2020-12-02 08:00:00+00:00;27.66;573.0;27.66;-73.0
945;2020-12-02 12:00:00+00:00;20.0;573.0;20.0;-62.0
946;2020-12-02 16:00:00+00:00;35.79;573.0;35.79;-74.0
947;2020-12-02 20:00:00+00:00;26.48;573.0;26.48;-78.0
954;2020-12-03 00:00:00+00:00;48.0;573.0;48.0;78.0
955;2020-12-03 04:00:00+00:00;51.8;573.0;51.8;-3.0
956;2020-12-03 08:00:00+00:00;18.26;573.0;18.26;-85.0
957;2020-12-03 12:00:00+00:00;20.6;573.0;20.6;-84.0
958;2020-12-03 16:00:00+00:00;20.8;573.0;20.8;-101.0
959;2020-12-03 20:00:00+00:00;38.0;573.0;38.0;25.0
960;2020-12-04 00:00:00+00:00;40.12;573.0;40.12;-81.0
961;2020-12-04 04:00:00+00:00;30.0;573.0;30.0;-57.0
962;2020-12-04 08:00:00+00:00;15.0;573.0;15.0;-70.0
963;2020-12-04 12:00:00+00:00;12.96;573.0;12.96;-70.0
964;2020-12-04 16:00:00+00:00;12.8;573.0;12.8;-62.0
965;2020-12-04 20:00:00+00:00;17.83;573.0;17.83;-51.0
972;2020-12-05 00:00:00+00:00;39.92;573.0;39.92;-13.0
973;2020-12-05 04:00:00+00:00;31.92;573.0;31.92;-16.0
974;2020-12-05 08:00:00+00:00;41.72;573.0;41.72;-14.0
975;2020-12-05 12:00:00+00:00;41.44;573.0;41.44;-13.0
976;2020-12-05 16:00:00+00:00;30.68;573.0;30.68;-70.0
977;2020-12-05 20:00:00+00:00;31.6;573.0;31.6;-16.0
978;2020-12-06 00:00:00+00:00;62.3;573.0;62.3;20.0
979;2020-12-06 04:00:00+00:00;65.28;573.0;65.28;32.0
980;2020-12-06 08:00:00+00:00;60.96;573.0;60.96;19.0
981;2020-12-06 12:00:00+00:00;47.65;573.0;47.65;16.0
982;2020-12-06 16:00:00+00:00;41.2;573.0;41.2;-22.0
983;2020-12-06 20:00:00+00:00;48.52;573.0;48.52;-10.0
984;2020-12-07 00:00:00+00:00;39.2;573.0;39.2;15.0
985;2020-12-07 04:00:00+00:00;39.36;573.0;39.36;5.0
986;2020-12-07 08:00:00+00:00;12.8;573.0;12.8;-97.0
987;2020-12-07 12:00:00+00:00;19.0;573.0;19.0;-89.0
988;2020-12-07 16:00:00+00:00;16.8;573.0;16.8;-97.0
989;2020-12-07 20:00:00+00:00;30.77;573.0;30.77;-29.0
990;2020-12-08 00:00:00+00:00;33.0;573.0;33.0;8.0
991;2020-12-08 04:00:00+00:00;40.0;573.0;40.0;-68.0
992;2020-12-08 08:00:00+00:00;29.35;573.0;29.35;-85.0
993;2020-12-08 12:00:00+00:00;34.8;573.0;34.8;-91.0
994;2020-12-08 16:00:00+00:00;32.0;573.0;32.0;-95.0
995;2020-12-08 20:00:00+00:00;26.04;573.0;26.04;-77.0
996;2020-12-09 00:00:00+00:00;35.56;573.0;35.56;-1.0
997;2020-12-09 04:00:00+00:00;46.44;573.0;46.44;-70.0
998;2020-12-09 08:00:00+00:00;72.24;573.0;72.24;-93.0
999;2020-12-09 12:00:00+00:00;70.0;573.0;70.0;-73.0
1000;2020-12-09 16:00:00+00:00;50.07;573.0;50.07;-63.0
1001;2020-12-09 20:00:00+00:00;22.94;573.0;22.94;-95.0
1002;2020-12-10 00:00:00+00:00;24.0;573.0;24.0;19.0
1003;2020-12-10 04:00:00+00:00;37.0;573.0;37.0;-32.0
1004;2020-12-10 08:00:00+00:00;36.0;573.0;36.0;-56.0
1005;2020-12-10 12:00:00+00:00;30.0;573.0;30.0;-53.0
1006;2020-12-10 16:00:00+00:00;48.4;573.0;48.4;-80.0
1007;2020-12-10 20:00:00+00:00;15.0;573.0;15.0;-66.0
1008;2020-12-11 00:00:00+00:00;17.52;573.0;17.52;15.0
1009;2020-12-11 04:00:00+00:00;18.52;573.0;18.52;-37.0
1010;2020-12-11 08:00:00+00:00;11.2;573.0;11.2;-53.0
1011;2020-12-11 12:00:00+00:00;15.2;573.0;15.2;-38.0
1012;2020-12-11 16:00:00+00:00;12.5;573.0;12.5;-49.0
1013;2020-12-11 20:00:00+00:00;18.24;573.0;18.24;-30.0
1020;2020-12-12 00:00:00+00:00;26.08;573.0;26.08;35.0
1021;2020-12-12 04:00:00+00:00;26.0;573.0;26.0;24.0
1022;2020-12-12 08:00:00+00:00;21.31;573.0;21.31;-3.0
1023;2020-12-12 12:00:00+00:00;19.6;573.0;19.6;-4.0
1024;2020-12-12 16:00:00+00:00;14.04;573.0;14.04;-13.0
1025;2020-12-12 20:00:00+00:00;29.87;573.0;29.87;35.0
1026;2020-12-13 00:00:00+00:00;36.48;573.0;36.48;82.0
1027;2020-12-13 04:00:00+00:00;36.12;573.0;36.12;81.0
1028;2020-12-13 08:00:00+00:00;34.96;573.0;34.96;38.0
1029;2020-12-13 12:00:00+00:00;32.0;573.0;32.0;57.0
1030;2020-12-13 16:00:00+00:00;31.0;573.0;31.0;2.0
1031;2020-12-13 20:00:00+00:00;29.01;573.0;29.01;36.0
1032;2020-12-14 00:00:00+00:00;27.9;573.0;27.9;-40.0
1033;2020-12-14 04:00:00+00:00;25.89;573.0;25.89;-39.0
1034;2020-12-14 08:00:00+00:00;12.64;573.0;12.64;-36.0
1035;2020-12-14 12:00:00+00:00;12.52;573.0;12.52;-37.0
1036;2020-12-14 16:00:00+00:00;12.0;573.0;12.0;-46.0
1037;2020-12-14 20:00:00+00:00;16.88;573.0;16.88;-35.0
1038;2020-12-15 00:00:00+00:00;28.0;573.0;28.0;27.0
1039;2020-12-15 04:00:00+00:00;30.0;573.0;30.0;-3.0
1040;2020-12-15 08:00:00+00:00;11.1;573.0;11.1;-97.0
1041;2020-12-15 12:00:00+00:00;12.0;573.0;12.0;-101.0
1042;2020-12-15 16:00:00+00:00;10.0;573.0;10.0;-66.0
1043;2020-12-15 20:00:00+00:00;22.0;573.0;22.0;-35.0
1044;2020-12-16 00:00:00+00:00;34.0;573.0;34.0;72.0
1045;2020-12-16 04:00:00+00:00;29.6;573.0;29.6;-9.0
1046;2020-12-16 08:00:00+00:00;19.0;573.0;19.0;-92.0
1047;2020-12-16 12:00:00+00:00;20.0;573.0;20.0;-93.0
1048;2020-12-16 16:00:00+00:00;11.2;573.0;11.2;-58.0
1049;2020-12-16 20:00:00+00:00;26.0;573.0;26.0;-15.0
1056;2020-12-17 00:00:00+00:00;38.04;573.0;38.04;79.0
1057;2020-12-17 04:00:00+00:00;34.68;573.0;34.68;69.0
1058;2020-12-17 08:00:00+00:00;11.4;573.0;11.4;-75.0
1059;2020-12-17 12:00:00+00:00;16.28;573.0;16.28;-62.0
1060;2020-12-17 16:00:00+00:00;13.84;573.0;13.84;-37.0
1061;2020-12-17 20:00:00+00:00;24.21;573.0;24.21;11.0
1068;2020-12-18 00:00:00+00:00;19.0;573.0;19.0;-37.0
1069;2020-12-18 04:00:00+00:00;15.83;573.0;15.83;-42.0
1070;2020-12-18 08:00:00+00:00;12.0;573.0;12.0;-62.0
1071;2020-12-18 12:00:00+00:00;13.1;573.0;13.1;-54.0
1072;2020-12-18 16:00:00+00:00;12.92;573.0;12.92;-35.0
1073;2020-12-18 20:00:00+00:00;15.0;573.0;15.0;-38.0
1074;2020-12-19 00:00:00+00:00;23.26;573.0;23.26;-17.0
1075;2020-12-19 04:00:00+00:00;21.0;573.0;21.0;-28.0
1076;2020-12-19 08:00:00+00:00;22.0;573.0;22.0;-16.0
1077;2020-12-19 12:00:00+00:00;18.0;573.0;18.0;-30.0
1078;2020-12-19 16:00:00+00:00;15.6;573.0;15.6;-39.0
1079;2020-12-19 20:00:00+00:00;24.85;573.0;24.85;15.0
1080;2020-12-20 00:00:00+00:00;37.0;573.0;37.0;13.0
1081;2020-12-20 04:00:00+00:00;36.24;573.0;36.24;13.0
1082;2020-12-20 08:00:00+00:00;29.67;573.0;29.67;53.0
1083;2020-12-20 12:00:00+00:00;30.34;573.0;30.34;51.0
1084;2020-12-20 16:00:00+00:00;18.54;573.0;18.54;-15.0
1085;2020-12-20 20:00:00+00:00;25.38;573.0;25.38;31.0
1086;2020-12-21 00:00:00+00:00;26.16;573.0;26.16;26.0
1087;2020-12-21 04:00:00+00:00;28.35;573.0;28.35;23.0
1088;2020-12-21 08:00:00+00:00;11.0;573.0;11.0;-58.0
1089;2020-12-21 12:00:00+00:00;18.0;573.0;18.0;-20.0
1090;2020-12-21 16:00:00+00:00;20.0;573.0;20.0;-23.0
1091;2020-12-21 20:00:00+00:00;33.94;573.0;33.94;16.0
1092;2020-12-22 00:00:00+00:00;79.0;573.0;79.0;-49.0
1093;2020-12-22 04:00:00+00:00;48.8;573.0;48.8;-22.0
1094;2020-12-22 08:00:00+00:00;24.64;573.0;24.64;42.0
1095;2020-12-22 12:00:00+00:00;23.84;573.0;23.84;88.0
1096;2020-12-22 16:00:00+00:00;20.07;573.0;20.07;7.0
1097;2020-12-22 20:00:00+00:00;26.16;573.0;26.16;28.0
1098;2020-12-23 00:00:00+00:00;37.24;573.0;37.24;21.0
1099;2020-12-23 04:00:00+00:00;24.36;573.0;24.36;17.0
1100;2020-12-23 08:00:00+00:00;11.0;573.0;11.0;-41.0
1101;2020-12-23 12:00:00+00:00;14.4;573.0;14.4;-33.0
1102;2020-12-23 16:00:00+00:00;13.08;573.0;13.08;-34.0
1103;2020-12-23 20:00:00+00:00;22.0;573.0;22.0;21.0
1104;2020-12-24 00:00:00+00:00;66.49;573.0;66.49;-19.0
1105;2020-12-24 04:00:00+00:00;57.52;573.0;57.52;-34.0
1106;2020-12-24 08:00:00+00:00;35.64;573.0;35.64;-5.0
1107;2020-12-24 12:00:00+00:00;32.92;573.0;32.92;-5.0
1108;2020-12-24 16:00:00+00:00;32.04;573.0;32.04;-6.0
1109;2020-12-24 20:00:00+00:00;35.32;573.0;35.32;-6.0
1110;2020-12-25 00:00:00+00:00;26.4;573.0;26.4;-6.0
1111;2020-12-25 04:00:00+00:00;50.59;573.0;50.59;14.0
1112;2020-12-25 08:00:00+00:00;20.36;573.0;20.36;-8.0
1113;2020-12-25 12:00:00+00:00;20.32;573.0;20.32;-14.0
1114;2020-12-25 16:00:00+00:00;20.0;573.0;20.0;-39.0
1115;2020-12-25 20:00:00+00:00;20.0;573.0;20.0;-40.0
1116;2020-12-26 00:00:00+00:00;48.4;573.0;48.4;23.0
1117;2020-12-26 04:00:00+00:00;55.6;573.0;55.6;1.0
1118;2020-12-26 08:00:00+00:00;53.08;573.0;53.08;26.0
1119;2020-12-26 12:00:00+00:00;53.59;573.0;53.59;16.0
1120;2020-12-26 16:00:00+00:00;48.4;573.0;48.4;-20.0
1121;2020-12-26 20:00:00+00:00;55.6;573.0;55.6;-47.0
1122;2020-12-27 00:00:00+00:00;48.0;573.0;48.0;-55.0
1123;2020-12-27 04:00:00+00:00;48.0;573.0;48.0;-55.0
1124;2020-12-27 08:00:00+00:00;30.88;573.0;30.88;-52.0
1125;2020-12-27 12:00:00+00:00;31.52;573.0;31.52;-53.0
1126;2020-12-27 16:00:00+00:00;42.83;573.0;42.83;-54.0
1127;2020-12-27 20:00:00+00:00;48.4;573.0;48.4;-55.0
1128;2020-12-28 00:00:00+00:00;58.0;573.0;58.0;-4.0
1129;2020-12-28 04:00:00+00:00;53.04;573.0;53.04;29.0
1130;2020-12-28 08:00:00+00:00;28.99;573.0;28.99;72.0
1131;2020-12-28 12:00:00+00:00;20.88;573.0;20.88;87.0
1132;2020-12-28 16:00:00+00:00;20.85;573.0;20.85;9.0
1133;2020-12-28 20:00:00+00:00;25.0;573.0;25.0;79.0
1134;2020-12-29 00:00:00+00:00;20.83;573.0;20.83;-25.0
1135;2020-12-29 04:00:00+00:00;17.93;573.0;17.93;-29.0
1136;2020-12-29 08:00:00+00:00;13.12;573.0;13.12;-2.0
1137;2020-12-29 12:00:00+00:00;14.0;573.0;14.0;-2.0
1138;2020-12-29 16:00:00+00:00;13.6;573.0;13.6;-3.0
1139;2020-12-29 20:00:00+00:00;14.32;573.0;14.32;-3.0
1140;2020-12-30 00:00:00+00:00;21.0;573.0;21.0;-50.0
1141;2020-12-30 04:00:00+00:00;20.53;573.0;20.53;-29.0
1142;2020-12-30 08:00:00+00:00;14.52;573.0;14.52;-16.0
1143;2020-12-30 12:00:00+00:00;16.0;573.0;16.0;-3.0
1144;2020-12-30 16:00:00+00:00;13.32;573.0;13.32;-28.0
1145;2020-12-30 20:00:00+00:00;18.64;573.0;18.64;-10.0
1146;2020-12-31 00:00:00+00:00;25.0;573.0;25.0;-21.0
1147;2020-12-31 04:00:00+00:00;22.63;573.0;22.63;2.0
1148;2020-12-31 08:00:00+00:00;21.0;573.0;21.0;40.0
1149;2020-12-31 12:00:00+00:00;18.0;573.0;18.0;2.0
1150;2020-12-31 16:00:00+00:00;20.52;573.0;20.52;-24.0
1151;2020-12-31 20:00:00+00:00;21.0;573.0;21.0;-4.0
1152;2021-01-01 00:00:00+00:00;22.99;562.0;22.99;38.0
1153;2021-01-01 04:00:00+00:00;19.5;562.0;19.5;-32.0
1154;2021-01-01 08:00:00+00:00;17.1;562.0;17.1;10.0
1155;2021-01-01 12:00:00+00:00;20.0;562.0;20.0;28.0
1156;2021-01-01 16:00:00+00:00;15.0;562.0;15.0;-19.0
1157;2021-01-01 20:00:00+00:00;20.0;562.0;20.0;-8.0
1158;2021-01-02 00:00:00+00:00;15.4;562.0;15.4;-12.0
1159;2021-01-02 04:00:00+00:00;18.4;562.0;18.4;16.0
1160;2021-01-02 08:00:00+00:00;20.0;562.0;20.0;20.0
1161;2021-01-02 12:00:00+00:00;20.0;562.0;20.0;18.0
1162;2021-01-02 16:00:00+00:00;13.64;562.0;13.64;-19.0
1163;2021-01-02 20:00:00+00:00;25.0;562.0;25.0;56.0
1164;2021-01-03 00:00:00+00:00;22.0;562.0;22.0;42.0
1165;2021-01-03 04:00:00+00:00;17.94;562.0;17.94;-30.0
1166;2021-01-03 08:00:00+00:00;16.0;562.0;16.0;-46.0
1167;2021-01-03 12:00:00+00:00;14.56;562.0;14.56;-10.0
1168;2021-01-03 16:00:00+00:00;14.16;562.0;14.16;-21.0
1169;2021-01-03 20:00:00+00:00;16.1;562.0;16.1;-31.0
1170;2021-01-04 00:00:00+00:00;19.28;562.0;19.28;-43.0
1171;2021-01-04 04:00:00+00:00;19.72;562.0;19.72;-5.0
1172;2021-01-04 08:00:00+00:00;11.0;562.0;11.0;-2.0
1173;2021-01-04 12:00:00+00:00;11.5;562.0;11.5;1.0
1174;2021-01-04 16:00:00+00:00;11.96;562.0;11.96;0.0
1175;2021-01-04 20:00:00+00:00;21.22;562.0;21.22;40.0
1176;2021-01-05 00:00:00+00:00;22.0;562.0;22.0;82.0
1177;2021-01-05 04:00:00+00:00;26.33;562.0;26.33;41.0
1178;2021-01-05 08:00:00+00:00;10.4;562.0;10.4;-3.0
1179;2021-01-05 12:00:00+00:00;11.0;562.0;11.0;-2.0
1180;2021-01-05 16:00:00+00:00;10.4;562.0;10.4;-1.0
1181;2021-01-05 20:00:00+00:00;19.0;562.0;19.0;28.0
1182;2021-01-06 00:00:00+00:00;27.99;562.0;27.99;82.0
1183;2021-01-06 04:00:00+00:00;28.0;562.0;28.0;80.0
1184;2021-01-06 08:00:00+00:00;11.0;562.0;11.0;-19.0
1185;2021-01-06 12:00:00+00:00;15.66;562.0;15.66;-13.0
1186;2021-01-06 16:00:00+00:00;15.0;562.0;15.0;-14.0
1187;2021-01-06 20:00:00+00:00;19.0;562.0;19.0;10.0
1188;2021-01-07 00:00:00+00:00;29.0;562.0;29.0;84.0
1189;2021-01-07 04:00:00+00:00;29.0;562.0;29.0;37.0
1190;2021-01-07 08:00:00+00:00;10.6;562.0;10.6;-18.0
1191;2021-01-07 12:00:00+00:00;10.4;562.0;10.4;-19.0
1192;2021-01-07 16:00:00+00:00;11.5;562.0;11.5;-25.0
1193;2021-01-07 20:00:00+00:00;11.0;562.0;11.0;-1.0
1194;2021-01-08 00:00:00+00:00;19.0;562.0;19.0;49.0
1195;2021-01-08 04:00:00+00:00;25.0;562.0;25.0;26.0
1196;2021-01-08 08:00:00+00:00;10.0;562.0;10.0;-11.0
1197;2021-01-08 12:00:00+00:00;10.7;562.0;10.7;-5.0
1198;2021-01-08 16:00:00+00:00;10.7;562.0;10.7;-3.0
1199;2021-01-08 20:00:00+00:00;11.0;562.0;11.0;-4.0
1200;2021-01-09 00:00:00+00:00;19.1;562.0;19.1;66.0
1201;2021-01-09 04:00:00+00:00;29.0;562.0;29.0;97.0
1202;2021-01-09 08:00:00+00:00;12.88;562.0;12.88;-42.0
1203;2021-01-09 12:00:00+00:00;11.0;562.0;11.0;-1.0
1204;2021-01-09 16:00:00+00:00;10.0;562.0;10.0;-10.0
1205;2021-01-09 20:00:00+00:00;15.83;562.0;15.83;14.0
1206;2021-01-10 00:00:00+00:00;20.0;562.0;20.0;70.0
1207;2021-01-10 04:00:00+00:00;25.0;562.0;25.0;88.0
1208;2021-01-10 08:00:00+00:00;18.0;562.0;18.0;30.0
1209;2021-01-10 12:00:00+00:00;16.0;562.0;16.0;28.0
1210;2021-01-10 16:00:00+00:00;15.0;562.0;15.0;10.0
1211;2021-01-10 20:00:00+00:00;19.0;562.0;19.0;10.0
1212;2021-01-11 00:00:00+00:00;29.8;562.0;29.8;120.0
1213;2021-01-11 04:00:00+00:00;39.84;562.0;39.84;85.0
1214;2021-01-11 08:00:00+00:00;11.76;562.0;11.76;-25.0
1215;2021-01-11 12:00:00+00:00;10.8;562.0;10.8;-24.0
1216;2021-01-11 16:00:00+00:00;11.4;562.0;11.4;-33.0
1217;2021-01-11 20:00:00+00:00;19.86;562.0;19.86;37.0
1218;2021-01-12 00:00:00+00:00;33.72;562.0;33.72;-6.0
1219;2021-01-12 04:00:00+00:00;33.24;562.0;33.24;2.0
1220;2021-01-12 08:00:00+00:00;10.8;562.0;10.8;-27.0
1221;2021-01-12 12:00:00+00:00;10.76;562.0;10.76;-65.0
1222;2021-01-12 16:00:00+00:00;10.9;562.0;10.9;-24.0
1223;2021-01-12 20:00:00+00:00;19.0;562.0;19.0;-53.0
1224;2021-01-13 00:00:00+00:00;30.76;562.0;30.76;20.0
1225;2021-01-13 04:00:00+00:00;29.0;562.0;29.0;21.0
1226;2021-01-13 08:00:00+00:00;10.0;562.0;10.0;-46.0
1227;2021-01-13 12:00:00+00:00;11.0;562.0;11.0;-13.0
1228;2021-01-13 16:00:00+00:00;19.32;562.0;19.32;-10.0
1229;2021-01-13 20:00:00+00:00;14.37;562.0;14.37;-51.0
1230;2021-01-14 00:00:00+00:00;18.76;562.0;18.76;-2.0
1231;2021-01-14 04:00:00+00:00;18.79;562.0;18.79;-12.0
1232;2021-01-14 08:00:00+00:00;19.0;562.0;19.0;-24.0
1233;2021-01-14 12:00:00+00:00;13.6;562.0;13.6;-20.0
1234;2021-01-14 16:00:00+00:00;23.48;562.0;23.48;-27.0
1235;2021-01-14 20:00:00+00:00;19.77;562.0;19.77;1.0
1236;2021-01-15 00:00:00+00:00;28.36;562.0;28.36;93.0
1237;2021-01-15 04:00:00+00:00;25.84;562.0;25.84;35.0
1238;2021-01-15 08:00:00+00:00;20.0;562.0;20.0;-23.0
1239;2021-01-15 12:00:00+00:00;10.8;562.0;10.8;3.0
1240;2021-01-15 16:00:00+00:00;29.0;562.0;29.0;-18.0
1241;2021-01-15 20:00:00+00:00;16.36;562.0;16.36;-5.0
1242;2021-01-16 00:00:00+00:00;22.0;562.0;22.0;72.0
1243;2021-01-16 04:00:00+00:00;21.92;562.0;21.92;59.0
1244;2021-01-16 08:00:00+00:00;24.8;562.0;24.8;-28.0
1245;2021-01-16 12:00:00+00:00;23.0;562.0;23.0;32.0
1246;2021-01-16 16:00:00+00:00;23.72;562.0;23.72;24.0
1247;2021-01-16 20:00:00+00:00;26.46;562.0;26.46;88.0
1248;2021-01-17 00:00:00+00:00;29.0;562.0;29.0;91.0
1249;2021-01-17 04:00:00+00:00;22.46;562.0;22.46;77.0
1250;2021-01-17 08:00:00+00:00;30.57;562.0;30.57;84.0
1251;2021-01-17 12:00:00+00:00;29.35;562.0;29.35;113.0
1252;2021-01-17 16:00:00+00:00;36.54;562.0;36.54;63.0
1253;2021-01-17 20:00:00+00:00;30.2;562.0;30.2;103.0
1254;2021-01-18 00:00:00+00:00;20.0;562.0;20.0;30.0
1255;2021-01-18 04:00:00+00:00;19.0;562.0;19.0;-27.0
1256;2021-01-18 08:00:00+00:00;19.0;562.0;19.0;-53.0
1257;2021-01-18 12:00:00+00:00;23.0;562.0;23.0;-9.0
1258;2021-01-18 16:00:00+00:00;33.0;562.0;33.0;-31.0
1259;2021-01-18 20:00:00+00:00;17.83;562.0;17.83;-29.0
1260;2021-01-19 00:00:00+00:00;19.16;562.0;19.16;62.0
1261;2021-01-19 04:00:00+00:00;19.0;562.0;19.0;18.0
1262;2021-01-19 08:00:00+00:00;10.4;562.0;10.4;-26.0
1263;2021-01-19 12:00:00+00:00;18.75;562.0;18.75;22.0
1264;2021-01-19 16:00:00+00:00;25.0;562.0;25.0;5.0
1265;2021-01-19 20:00:00+00:00;16.37;562.0;16.37;9.0
1266;2021-01-20 00:00:00+00:00;33.6;562.0;35.78;51.0
1267;2021-01-20 04:00:00+00:00;28.23;562.0;28.23;68.0
1268;2021-01-20 08:00:00+00:00;14.0;562.0;14.0;-5.0
1269;2021-01-20 12:00:00+00:00;20.0;562.0;20.0;66.0
1270;2021-01-20 16:00:00+00:00;23.84;562.0;23.84;46.0
1271;2021-01-20 20:00:00+00:00;30.44;562.0;30.44;116.0
1272;2021-01-21 00:00:00+00:00;44.88;562.0;44.88;3.0
1273;2021-01-21 04:00:00+00:00;35.55;562.0;35.55;3.0
1274;2021-01-21 08:00:00+00:00;18.0;562.0;18.0;30.0
1275;2021-01-21 12:00:00+00:00;19.0;562.0;19.0;45.0
1276;2021-01-21 16:00:00+00:00;23.8;562.0;23.8;46.0
1277;2021-01-21 20:00:00+00:00;38.96;562.0;38.96;76.0
1278;2021-01-22 00:00:00+00:00;38.79;562.0;48.0;13.0
1279;2021-01-22 04:00:00+00:00;41.65;562.0;41.65;51.0
1280;2021-01-22 08:00:00+00:00;10.88;562.0;10.88;-10.0
1281;2021-01-22 12:00:00+00:00;16.44;562.0;16.44;30.0
1282;2021-01-22 16:00:00+00:00;11.2;562.0;11.2;2.0
1283;2021-01-22 20:00:00+00:00;20.52;562.0;20.52;40.0
1284;2021-01-23 00:00:00+00:00;20.3;562.0;20.3;72.0
1285;2021-01-23 04:00:00+00:00;19.8;562.0;19.8;52.0
1286;2021-01-23 08:00:00+00:00;17.62;562.0;17.62;12.0
1287;2021-01-23 12:00:00+00:00;17.0;562.0;17.0;24.0
1288;2021-01-23 16:00:00+00:00;15.24;562.0;15.24;4.0
1289;2021-01-23 20:00:00+00:00;19.0;562.0;19.0;15.0
1290;2021-01-24 00:00:00+00:00;42.4;562.0;42.4;133.0
1291;2021-01-24 04:00:00+00:00;44.52;562.0;44.52;136.0
1292;2021-01-24 08:00:00+00:00;35.0;562.0;35.0;62.0
1293;2021-01-24 12:00:00+00:00;34.76;562.0;34.76;108.0
1294;2021-01-24 16:00:00+00:00;30.8;562.0;30.8;72.0
1295;2021-01-24 20:00:00+00:00;27.92;562.0;27.92;86.0
1296;2021-01-25 00:00:00+00:00;20.0;562.0;20.0;46.0
1297;2021-01-25 04:00:00+00:00;24.79;562.0;24.79;14.0
1298;2021-01-25 08:00:00+00:00;13.3;562.0;13.3;-23.0
1299;2021-01-25 12:00:00+00:00;11.9;562.0;11.9;-11.0
1300;2021-01-25 16:00:00+00:00;15.0;562.0;15.0;-13.0
1301;2021-01-25 20:00:00+00:00;20.0;562.0;20.0;-3.0
1302;2021-01-26 00:00:00+00:00;18.96;562.0;18.96;34.0
1303;2021-01-26 04:00:00+00:00;23.24;562.0;23.24;14.0
1304;2021-01-26 08:00:00+00:00;14.8;562.0;14.8;-11.0
1305;2021-01-26 12:00:00+00:00;13.9;562.0;13.9;-16.0
1306;2021-01-26 16:00:00+00:00;17.0;562.0;17.0;-20.0
